6.8386E-09	6.44675E-09	1.65492E-08	1.12574E-07	2.48236E-07	3.26936E-07	2.91544E-07	1.64794E-07	4.64943E-08	7.72227E-09	6.34182E-09	7.98651E-09
1.52886E-08	1.49558E-08	4.32501E-08	2.63043E-07	5.39448E-07	6.92183E-07	6.23992E-07	3.72034E-07	1.1679E-07	1.89134E-08	1.42813E-08	1.77227E-08
2.52663E-08	2.60866E-08	8.4194E-08	4.44782E-07	8.4783E-07	1.05971E-06	9.65784E-07	6.07575E-07	2.12964E-07	3.52409E-08	2.38194E-08	2.90301E-08
6.87565E-08	7.74064E-08	2.73444E-07	1.18594E-06	2.0894E-06	2.53913E-06	2.34134E-06	1.56027E-06	6.17479E-07	1.1296E-07	6.57286E-08	7.80251E-08
9.94443E-08	1.19935E-07	4.36105E-07	1.69857E-06	2.85038E-06	3.40457E-06	3.16202E-06	2.18325E-06	9.32722E-07	1.8253E-07	9.60978E-08	1.11937E-07
1.89636E-07	2.60198E-07	9.39014E-07	3.03002E-06	4.74639E-06	5.53407E-06	5.19155E-06	3.76775E-06	1.79799E-06	4.13608E-07	1.87667E-07	2.1013E-07
2.40284E-07	3.55815E-07	1.25526E-06	3.7171E-06	5.60043E-06	6.44055E-06	6.0777E-06	4.53678E-06	2.30357E-06	5.73044E-07	2.41713E-07	2.63758E-07
4.53017E-07	7.68136E-07	2.47666E-06	6.19601E-06	8.8481E-06	9.98865E-06	9.49784E-06	7.36904E-06	4.08736E-06	1.22757E-06	4.74843E-07	4.85646E-07
6.94919E-07	1.26609E-06	3.84107E-06	8.86696E-06	1.22079E-05	1.36056E-05	1.30049E-05	1.03616E-05	6.09796E-06	2.00037E-06	7.47901E-07	7.33767E-07
8.46811E-07	1.63406E-06	4.60188E-06	9.93943E-06	1.32699E-05	1.46333E-05	1.40488E-05	1.1443E-05	7.08726E-06	2.52499E-06	9.38742E-07	8.77111E-07
1.26494E-06	2.58201E-06	6.50214E-06	1.26261E-05	1.62154E-05	1.76434E-05	1.70331E-05	1.42655E-05	9.4204E-06	3.83912E-06	1.4608E-06	1.26764E-06
2.31126E-06	4.80202E-06	1.14614E-05	2.11031E-05	2.66429E-05	2.8818E-05	2.78893E-05	2.36473E-05	1.60625E-05	7.00028E-06	2.71894E-06	2.27435E-06
3.0428E-06	6.29545E-06	1.35658E-05	2.30032E-05	2.82599E-05	3.02843E-05	2.94212E-05	2.54373E-05	1.80883E-05	8.80422E-06	3.66333E-06	2.89557E-06
4.29103E-06	8.77192E-06	1.76549E-05	2.84001E-05	3.41887E-05	3.63819E-05	3.54477E-05	3.10987E-05	2.28704E-05	1.1932E-05	5.22381E-06	3.99859E-06
5.82134E-06	1.14558E-05	2.15555E-05	3.32938E-05	3.94181E-05	4.17113E-05	4.07356E-05	3.61642E-05	2.73551E-05	1.51308E-05	7.0883E-06	5.33522E-06
7.83217E-06	1.47563E-05	2.57535E-05	3.7491E-05	4.35204E-05	4.57428E-05	4.47971E-05	4.0335E-05	3.15298E-05	1.88726E-05	9.51952E-06	7.06609E-06
8.31641E-06	1.4968E-05	2.48642E-05	3.50618E-05	4.02409E-05	4.21342E-05	4.13282E-05	3.75142E-05	2.98948E-05	1.87234E-05	1.00129E-05	7.47151E-06
1.45794E-05	2.50369E-05	3.93485E-05	5.29803E-05	5.99809E-05	6.25109E-05	6.14334E-05	5.63117E-05	4.59064E-05	3.05687E-05	1.73887E-05	1.30437E-05
1.62804E-05	2.63027E-05	3.93922E-05	5.17751E-05	5.7961E-05	6.01842E-05	5.92384E-05	5.47327E-05	4.5484E-05	3.14094E-05	1.90559E-05	1.46831E-05
2.34197E-05	3.46543E-05	4.83252E-05	6.02961E-05	6.64392E-05	6.8622E-05	6.76913E-05	6.32496E-05	5.39879E-05	4.00631E-05	2.66698E-05	2.14108E-05
2.45428E-05	3.71272E-05	5.27009E-05	6.69443E-05	7.39843E-05	7.64826E-05	7.54155E-05	7.03203E-05	5.97144E-05	4.32729E-05	2.81415E-05	2.23591E-05
3.67976E-05	4.85289E-05	6.24563E-05	7.38994E-05	8.00009E-05	8.21385E-05	8.12181E-05	7.68391E-05	6.75894E-05	5.40697E-05	4.02291E-05	3.46746E-05
3.27242E-05	4.49946E-05	5.94174E-05	7.18977E-05	7.81247E-05	8.03277E-05	7.93878E-05	7.49066E-05	6.54316E-05	5.07461E-05	3.63374E-05	3.0442E-05
3.77087E-05	4.77549E-05	5.9861E-05	6.97118E-05	7.49686E-05	7.6823E-05	7.60275E-05	7.22549E-05	6.42439E-05	5.25685E-05	4.05967E-05	3.60168E-05
5.85093E-05	6.78201E-05	8.02271E-05	9.01426E-05	9.56891E-05	9.76214E-05	9.67764E-05	9.28177E-05	8.43922E-05	7.26884E-05	6.09342E-05	5.75429E-05
5.21623E-05	6.46728E-05	7.96715E-05	9.23334E-05	9.87386E-05	0.00010097	9.99962E-05	9.54292E-05	8.56683E-05	7.06492E-05	5.5756E-05	5.00853E-05
8.32278E-05	9.41345E-05	0.000109797	0.000122481	0.000129547	0.000132098	0.000130931	0.000125889	0.000115143	0.000100238	8.58108E-05	8.27147E-05
9.26367E-05	0.000101609	0.000116153	0.000128261	0.000134955	0.000137305	0.000136264	0.000131482	0.000121315	0.000107207	9.44021E-05	9.30783E-05
7.77049E-05	8.92969E-05	0.000104951	0.000118114	0.000124939	0.000127313	0.000126274	0.000121414	0.000110996	9.54531E-05	8.0639E-05	7.67214E-05
0.000110733	0.000115492	0.000128283	0.000138992	0.000145337	0.000147571	0.000146581	0.000142045	0.000132441	0.000120233	0.000110552	0.000113727
0.000124509	0.000128836	0.000142348	0.00015401	0.000160752	0.000163129	0.000162073	0.000157246	0.000147031	0.000133809	0.000123922	0.000128285
9.68804E-05	0.000105964	0.000120685	0.000133335	0.000139917	0.000142209	0.000141195	0.000136509	0.000126462	0.000111653	9.86211E-05	9.7459E-05
0.00011888	0.000121108	0.000132541	0.000142461	0.000148312	0.000150393	0.000149472	0.000145281	0.000136399	0.000125242	0.000117569	0.000123359
0.000118887	0.000120335	0.000131119	0.000140826	0.000146371	0.000148354	0.000147478	0.000143502	0.000135065	0.000124201	0.000117279	0.000123695
0.00011497	0.000118412	0.000130186	0.0001405	0.000146253	0.000148289	0.000147387	0.000143276	0.000134501	0.00012275	0.000114228	0.000118666
0.000135327	0.000133638	0.000143545	0.000152685	0.000158146	0.000160127	0.000159255	0.000155324	0.000147006	0.000137026	0.00013215	0.000142462
0.000119285	0.00011715	0.000125402	0.000133138	0.000137772	0.000139445	0.000138707	0.000135377	0.000128345	0.000119936	0.000116222	0.000125915
0.000108416	0.000109574	0.000119033	0.000127623	0.000132394	0.00013408	0.000133329	0.000129897	0.000122668	0.000112984	0.000106894	0.000112868
0.000126905	0.000125777	0.000135177	0.000143846	0.000148846	0.000150652	0.000149856	0.000146266	0.00013861	0.000129038	0.000124113	0.000133391
0.000142383	0.000138465	0.000147224	0.000155624	0.000160625	0.000162469	0.000161664	0.000158051	0.000150372	0.000141345	0.000138168	0.000151048
0.000149891	0.000147893	0.000158382	0.000168253	0.000173816	0.000175847	0.000174954	0.000170983	0.00016235	0.000151504	0.000146331	0.000157884
0.000141601	0.000137919	0.000146624	0.000154875	0.000159772	0.000161557	0.000160772	0.000157251	0.000149733	0.000140808	0.0001375	0.000150124
0.000153761	0.000148244	0.000156674	0.000164931	0.000169887	0.000171712	0.000170914	0.000167341	0.000159727	0.000150939	0.000148678	0.00016389
0.000161654	0.00015622	0.000165233	0.000173977	0.000179151	0.000181063	0.000180226	0.000176477	0.000168464	0.000159135	0.000156464	0.000172117
0.000124937	0.000122342	0.000130236	0.000137654	0.000141908	0.000143451	0.000142771	0.000139721	0.000133167	0.00012502	0.000121595	0.00013213
0.000147061	0.000142524	0.000150813	0.000158629	0.000163338	0.000165022	0.000164272	0.000160912	0.000153692	0.000145243	0.000142515	0.000156357
0.000148669	0.000143471	0.0001514	0.000159047	0.000163617	0.000165261	0.00016453	0.000161304	0.000154243	0.00014603	0.000143823	0.000158424
0.000156342	0.000151197	0.000159644	0.000167801	0.00017255	0.0001743	0.000173536	0.000170128	0.000162769	0.000153951	0.000151384	0.000166423
0.000150416	0.000145264	0.000153183	0.000160736	0.000165222	0.000166863	0.000166144	0.000162925	0.00015599	0.000147835	0.000145566	0.00016023
